stand00,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand01,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand02,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand03,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand04,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand05,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand06,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand07,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand08,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
stand09,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
~0
