forward15,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward14,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward13,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward12,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward11,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward10,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward09,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward08,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward07,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward06,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward05,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward04,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward03,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward02,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward01,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
forward00,4,0,0,81,31,23,19,73,43,31,43,71,84,40,42,0,1366,1,1,87,53,31,73,
~0
