adam0132,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0133,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0134,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0135,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0136,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0137,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0138,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0139,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0140,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0141,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0142,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0143,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0144,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0145,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0146,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0147,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0148,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0149,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0150,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0151,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0152,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0153,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0154,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0155,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0156,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0157,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0158,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0159,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0160,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0161,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0162,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0163,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0164,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
adam0165,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
~0
