walkfwd0168,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0169,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0170,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0171,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0172,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0173,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0174,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0175,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0176,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0177,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0178,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0179,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0180,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0181,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0182,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0183,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0184,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0185,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
walkfwd0186,2,0,0,86,29,18,17,75,45,34,38,69,81,44,46,0,1366,1,1,77,49,30,78,
~0
